id_venta,fecha,id_concesionario,modelo,categoria_vehiculo,metodo_pago,unidades,precio_unitario,costo_unitario,descuento,monto_venta
2941,2025-02-19,10,Fiesta,Sedán,Financiamiento,2,293400.0,240500.0,29340.0,557460.0
2942,2025-02-19,19,Fiesta,Sedán,Leasing,2,339800.0,247400.0,81550.0,598050.0
2943,2025-02-19,13,Fiesta,Sedán,Financiamiento,1,338600.0,258900.0,0.0,338600.0
2944,2025-02-19,9,F-150,Pickup,Financiamiento,3,990900.0,818800.0,356720.0,2615980.0
2945,2025-02-19,15,Explorer,SUV,Contado,4,1076100.0,864400.0,0.0,4304400.0
2946,2025-02-19,5,Explorer,SUV,Financiamiento,1,1064900.0,880400.0,21300.0,1043600.0
2947,2025-02-19,14,F-150,Pickup,Financiamiento,1,899300.0,762900.0,71940.0,827360.0
2948,2025-02-19,20,F-150,Pickup,Financiamiento,3,894500.0,792700.0,268350.0,2415150.0
2949,2025-02-20,20,Focus,Sedán,Contado,4,451200.0,335100.0,180480.0,1624320.0
2950,2025-02-20,10,F-150,Pickup,Financiamiento,1,1029500.0,770200.0,82360.0,947140.0
2951,2025-02-20,11,Focus,Sedán,Leasing,1,425000.0,324800.0,42500.0,382500.0
2952,2025-02-20,18,Bronco,SUV,Leasing,1,839100.0,740500.0,41960.0,797140.0
2953,2025-02-20,5,Explorer,SUV,Financiamiento,4,1010900.0,839400.0,323490.0,3720110.0
2954,2025-02-20,7,F-150,Pickup,Contado,1,952800.0,747700.0,47640.0,905160.0
2955,2025-02-20,20,Explorer,SUV,Contado,1,1011800.0,810600.0,0.0,1011800.0
2956,2025-02-21,20,F-150,Pickup,Financiamiento,4,930100.0,779600.0,74410.0,3645990.0
2957,2025-02-21,7,Fiesta,Sedán,Contado,1,323900.0,245700.0,0.0,323900.0
2958,2025-02-21,12,Explorer,SUV,Leasing,1,1005000.0,865800.0,20100.0,984900.0
2959,2025-02-21,15,F-150,Pickup,Contado,3,891400.0,711400.0,0.0,2674200.0
2960,2025-02-21,16,Focus,Sedán,Leasing,5,424400.0,319700.0,212200.0,1909800.0
2961,2025-02-21,6,F-150,Pickup,Financiamiento,2,956600.0,737200.0,95660.0,1817540.0
2962,2025-02-21,7,Focus,Sedán,Financiamiento,4,419000.0,329200.0,83800.0,1592200.0
2963,2025-02-21,19,Bronco,SUV,Leasing,2,923900.0,678000.0,184780.0,1663020.0
2964,2025-02-21,8,Fiesta,Sedán,Leasing,1,327000.0,252300.0,39240.0,287760.0
2965,2025-02-21,19,Explorer,SUV,Contado,5,1139100.0,894600.0,0.0,5695500.0
2966,2025-02-21,9,Focus,Sedán,Leasing,1,402800.0,332700.0,40280.0,362520.0
2967,2025-02-21,1,Bronco,SUV,Contado,1,883100.0,692800.0,17660.0,865440.0
2968,2025-02-22,11,Focus,Sedán,Financiamiento,1,435300.0,327300.0,21760.0,413540.0
2969,2025-02-22,3,Fiesta,Sedán,Financiamiento,1,324900.0,248500.0,9750.0,315150.0
2970,2025-02-22,19,Bronco,SUV,Financiamiento,1,911900.0,725200.0,109430.0,802470.0
2971,2025-02-22,13,Fiesta,Sedán,Contado,1,307500.0,252100.0,9220.0,298280.0
2972,2025-02-22,6,Explorer,SUV,Financiamiento,2,1045100.0,878100.0,0.0,2090200.0
2973,2025-02-22,6,Explorer,SUV,Financiamiento,5,926000.0,819900.0,555600.0,4074400.0
2974,2025-02-22,19,F-150,Pickup,Financiamiento,5,877400.0,762900.0,87740.0,4299260.0
2975,2025-02-22,18,Explorer,SUV,Financiamiento,1,1018900.0,840000.0,0.0,1018900.0
2976,2025-02-22,16,Bronco,SUV,Leasing,1,875000.0,697500.0,70000.0,805000.0
2977,2025-02-22,18,F-150,Pickup,Contado,2,868600.0,742100.0,0.0,1737200.0
2978,2025-02-23,6,Bronco,SUV,Financiamiento,1,928000.0,696900.0,18560.0,909440.0
2979,2025-02-23,12,Fiesta,Sedán,Leasing,1,304500.0,254000.0,0.0,304500.0
2980,2025-02-23,15,Bronco,SUV,Financiamiento,1,846200.0,683700.0,0.0,846200.0
2981,2025-02-23,1,Fiesta,Sedán,Financiamiento,1,346700.0,252600.0,41600.0,305100.0
2982,2025-02-24,6,Explorer,SUV,Contado,1,1097100.0,834800.0,21940.0,1075160.0
2983,2025-02-24,3,Explorer,SUV,Contado,1,1191200.0,829300.0,59560.0,1131640.0
2984,2025-02-24,18,Focus,Sedán,Leasing,1,388200.0,337200.0,0.0,388200.0
2985,2025-02-24,2,Focus,Sedán,Contado,3,423700.0,332000.0,152530.0,1118570.0
2986,2025-02-24,14,Fiesta,Sedán,Financiamiento,1,305200.0,254100.0,6100.0,299100.0
2987,2025-02-24,3,Bronco,SUV,Financiamiento,3,911800.0,746700.0,82060.0,2653340.0
2988,2025-02-24,13,Mustang,Deportivo,Financiamiento,1,1219600.0,989900.0,36590.0,1183010.0
2989,2025-02-24,15,Fiesta,Sedán,Leasing,2,309500.0,246700.0,0.0,619000.0
2990,2025-02-25,9,Explorer,SUV,Contado,4,1030000.0,852600.0,0.0,4120000.0
2991,2025-02-25,10,F-150,Pickup,Financiamiento,5,1026300.0,815200.0,513150.0,4618350.0
2992,2025-02-25,4,Fiesta,Sedán,Financiamiento,5,327100.0,248100.0,163550.0,1471950.0
2993,2025-02-25,9,Focus,Sedán,Leasing,2,420300.0,325700.0,0.0,840600.0
2994,2025-02-25,11,F-150,Pickup,Contado,5,1040700.0,751000.0,156100.0,5047400.0
2995,2025-02-25,20,Focus,Sedán,Contado,1,397100.0,336300.0,0.0,397100.0
2996,2025-02-25,16,Mustang,Deportivo,Contado,1,1215300.0,948900.0,121530.0,1093770.0
2997,2025-02-25,15,F-150,Pickup,Financiamiento,2,1025400.0,743000.0,164060.0,1886740.0
2998,2025-02-26,16,F-150,Pickup,Contado,1,885300.0,717000.0,106240.0,779060.0
2999,2025-02-26,5,Mustang,Deportivo,Contado,4,1298500.0,985700.0,259700.0,4934300.0
3000,2025-02-26,18,F-150,Pickup,Contado,2,852100.0,766500.0,0.0,1704200.0
3001,2025-02-26,7,Explorer,SUV,Contado,3,1061400.0,874800.0,159210.0,3024990.0
3002,2025-02-26,14,Explorer,SUV,Financiamiento,3,1095700.0,868800.0,0.0,3287100.0
3003,2025-02-26,2,Focus,Sedán,Financiamiento,4,414400.0,316300.0,0.0,1657600.0
3004,2025-02-26,20,Bronco,SUV,Financiamiento,2,916000.0,714200.0,219840.0,1612160.0
3005,2025-02-27,18,Bronco,SUV,Leasing,1,912100.0,690000.0,45600.0,866500.0
3006,2025-02-27,19,Explorer,SUV,Contado,4,1015400.0,859600.0,0.0,4061600.0
3007,2025-02-27,8,F-150,Pickup,Leasing,5,916400.0,781900.0,137460.0,4444540.0
3008,2025-02-27,3,Mustang,Deportivo,Leasing,1,1284300.0,974600.0,38530.0,1245770.0
3009,2025-02-27,1,Bronco,SUV,Financiamiento,4,921800.0,703500.0,0.0,3687200.0
3010,2025-02-27,17,F-150,Pickup,Contado,1,1036000.0,710200.0,0.0,1036000.0
3011,2025-02-27,4,Explorer,SUV,Contado,1,1078100.0,864500.0,21560.0,1056540.0
3012,2025-02-28,2,F-150,Pickup,Financiamiento,1,959100.0,779800.0,0.0,959100.0
3013,2025-02-28,16,Fiesta,Sedán,Leasing,5,333900.0,258500.0,83480.0,1586020.0
3014,2025-02-28,12,Fiesta,Sedán,Financiamiento,2,294200.0,237700.0,17650.0,570750.0
3015,2025-02-28,6,Bronco,SUV,Financiamiento,5,890700.0,696200.0,356280.0,4097220.0
3016,2025-02-28,11,Explorer,SUV,Financiamiento,5,1035700.0,844700.0,414280.0,4764220.0
3017,2025-02-28,8,Fiesta,Sedán,Financiamiento,1,344900.0,244600.0,0.0,344900.0
3018,2025-02-28,15,Bronco,SUV,Contado,4,813200.0,697900.0,325280.0,2927520.0
3019,2025-03-01,8,Fiesta,Sedán,Leasing,1,301000.0,246400.0,30100.0,270900.0
3020,2025-03-01,14,Fiesta,Sedán,Financiamiento,4,286200.0,255000.0,0.0,1144800.0
3021,2025-03-01,20,Mustang,Deportivo,Leasing,1,1295500.0,989800.0,103640.0,1191860.0
3022,2025-03-01,15,F-150,Pickup,Contado,3,903200.0,712500.0,135480.0,2574120.0
3023,2025-03-01,4,F-150,Pickup,Financiamiento,1,998500.0,772300.0,119820.0,878680.0
3024,2025-03-01,1,Mustang,Deportivo,Financiamiento,1,1309800.0,982600.0,26200.0,1283600.0
3025,2025-03-02,2,Focus,Sedán,Leasing,1,400400.0,338800.0,0.0,400400.0
3026,2025-03-02,8,Explorer,SUV,Contado,2,971400.0,855200.0,38860.0,1903940.0
3027,2025-03-02,7,F-150,Pickup,Contado,5,914900.0,761500.0,0.0,4574500.0
3028,2025-03-02,5,Explorer,SUV,Contado,1,1089700.0,860700.0,0.0,1089700.0
3029,2025-03-02,14,Bronco,SUV,Financiamiento,1,865300.0,698100.0,86530.0,778770.0
3030,2025-03-02,4,Mustang,Deportivo,Financiamiento,1,1215200.0,978600.0,0.0,1215200.0
3031,2025-03-02,20,Bronco,SUV,Financiamiento,1,953000.0,722700.0,0.0,953000.0
3032,2025-03-03,20,Explorer,SUV,Contado,3,1192200.0,817400.0,357660.0,3218940.0
3033,2025-03-03,6,F-150,Pickup,Financiamiento,1,949900.0,746600.0,47500.0,902400.0
3034,2025-03-03,10,F-150,Pickup,Financiamiento,4,946900.0,770300.0,75750.0,3711850.0
3035,2025-03-03,7,Mustang,Deportivo,Contado,1,1252000.0,991800.0,25040.0,1226960.0
3036,2025-03-03,11,Focus,Sedán,Financiamiento,5,364700.0,325200.0,54700.0,1768800.0
3037,2025-03-04,19,Explorer,SUV,Leasing,1,1022200.0,864400.0,0.0,1022200.0
3038,2025-03-04,6,Mustang,Deportivo,Financiamiento,4,1292100.0,960600.0,103370.0,5065030.0
3039,2025-03-04,11,Mustang,Deportivo,Contado,1,1263000.0,923900.0,126300.0,1136700.0
3040,2025-03-04,13,F-150,Pickup,Leasing,2,906400.0,782100.0,90640.0,1722160.0
3041,2025-03-04,4,Bronco,SUV,Leasing,1,909400.0,694500.0,0.0,909400.0
3042,2025-03-04,17,Focus,Sedán,Financiamiento,1,434000.0,337400.0,34720.0,399280.0
3043,2025-03-05,16,Fiesta,Sedán,Contado,1,295400.0,251900.0,0.0,295400.0
3044,2025-03-05,2,Fiesta,Sedán,Leasing,1,307700.0,259100.0,24620.0,283080.0
3045,2025-03-05,3,F-150,Pickup,Financiamiento,5,954400.0,745400.0,238600.0,4533400.0
3046,2025-03-05,20,Focus,Sedán,Financiamiento,3,336300.0,342300.0,0.0,1008900.0
3047,2025-03-06,4,F-150,Pickup,Contado,5,848900.0,731900.0,212220.0,4032280.0
3048,2025-03-06,19,F-150,Pickup,Financiamiento,2,949600.0,752700.0,227900.0,1671300.0
3049,2025-03-06,4,F-150,Pickup,Contado,1,963700.0,735800.0,77100.0,886600.0
3050,2025-03-06,2,Fiesta,Sedán,Contado,1,309600.0,242500.0,37150.0,272450.0
3051,2025-03-07,6,F-150,Pickup,Leasing,1,945400.0,752600.0,75630.0,869770.0
3052,2025-03-07,12,F-150,Pickup,Leasing,1,970300.0,745900.0,0.0,970300.0
3053,2025-03-07,11,Explorer,SUV,Leasing,1,1098600.0,843800.0,54930.0,1043670.0
3054,2025-03-07,2,F-150,Pickup,Contado,2,981500.0,760000.0,98150.0,1864850.0
3055,2025-03-07,3,F-150,Pickup,Financiamiento,1,962300.0,761000.0,19250.0,943050.0
3056,2025-03-07,4,Focus,Sedán,Financiamiento,3,409500.0,343100.0,61420.0,1167080.0
3057,2025-03-07,12,Fiesta,Sedán,Financiamiento,2,310000.0,253900.0,62000.0,558000.0
3058,2025-03-07,9,Mustang,Deportivo,Financiamiento,3,1328200.0,1007900.0,0.0,3984600.0
3059,2025-03-07,20,Mustang,Deportivo,Financiamiento,1,1203400.0,1005900.0,0.0,1203400.0
3060,2025-03-08,4,Fiesta,Sedán,Financiamiento,3,334200.0,256800.0,100260.0,902340.0
3061,2025-03-08,12,F-150,Pickup,Leasing,2,907400.0,775600.0,0.0,1814800.0
3062,2025-03-08,20,F-150,Pickup,Financiamiento,1,1055900.0,784500.0,52800.0,1003100.0
3063,2025-03-08,9,Focus,Sedán,Financiamiento,1,423000.0,325100.0,0.0,423000.0
3064,2025-03-08,7,Explorer,SUV,Financiamiento,3,1001700.0,820400.0,60100.0,2945000.0
3065,2025-03-08,1,Fiesta,Sedán,Financiamiento,1,321400.0,249600.0,0.0,321400.0
3066,2025-03-09,1,Fiesta,Sedán,Leasing,1,324300.0,246100.0,16220.0,308080.0
3067,2025-03-09,11,Fiesta,Sedán,Financiamiento,1,304400.0,252000.0,6090.0,298310.0
3068,2025-03-09,6,Focus,Sedán,Contado,3,414600.0,341000.0,0.0,1243800.0
3069,2025-03-09,3,F-150,Pickup,Financiamiento,1,1018500.0,780700.0,0.0,1018500.0
3070,2025-03-09,18,Bronco,SUV,Contado,1,881300.0,693000.0,0.0,881300.0
3071,2025-03-09,13,Focus,Sedán,Financiamiento,2,411100.0,332000.0,82220.0,739980.0
3072,2025-03-10,13,Explorer,SUV,Contado,4,1048900.0,865100.0,125870.0,4069730.0
3073,2025-03-10,6,Mustang,Deportivo,Contado,2,1255600.0,1005900.0,251120.0,2260080.0
3074,2025-03-10,13,Bronco,SUV,Contado,2,797100.0,711500.0,159420.0,1434780.0
3075,2025-03-10,2,F-150,Pickup,Financiamiento,1,942300.0,757300.0,18850.0,923450.0
3076,2025-03-11,1,Explorer,SUV,Financiamiento,2,1040100.0,843100.0,208020.0,1872180.0
3077,2025-03-11,16,Focus,Sedán,Contado,2,416100.0,334100.0,41610.0,790590.0
3078,2025-03-11,13,Explorer,SUV,Financiamiento,1,965000.0,815600.0,115800.0,849200.0
3079,2025-03-11,13,Fiesta,Sedán,Financiamiento,1,323100.0,238800.0,38770.0,284330.0
3080,2025-03-11,3,Explorer,SUV,Financiamiento,1,1036400.0,859100.0,124370.0,912030.0
3081,2025-03-11,18,Explorer,SUV,Leasing,4,1008300.0,812900.0,0.0,4033200.0
3082,2025-03-11,6,Fiesta,Sedán,Financiamiento,1,330600.0,248900.0,0.0,330600.0
3083,2025-03-12,17,Explorer,SUV,Financiamiento,1,1186800.0,848200.0,94940.0,1091860.0
3084,2025-03-12,2,F-150,Pickup,Financiamiento,1,924600.0,783600.0,18490.0,906110.0
3085,2025-03-12,10,Explorer,SUV,Contado,5,951700.0,807600.0,571020.0,4187480.0
3086,2025-03-12,18,Bronco,SUV,Financiamiento,5,831400.0,703300.0,0.0,4157000.0
3087,2025-03-12,3,F-150,Pickup,Financiamiento,5,899300.0,774200.0,0.0,4496500.0
3088,2025-03-12,7,F-150,Pickup,Contado,5,952800.0,771100.0,142920.0,4621080.0
3089,2025-03-12,3,Focus,Sedán,Contado,2,439000.0,323100.0,0.0,878000.0
3090,2025-03-13,5,Fiesta,Sedán,Financiamiento,1,346400.0,258400.0,0.0,346400.0
3091,2025-03-13,13,Fiesta,Sedán,Contado,5,310700.0,248600.0,155350.0,1398150.0
3092,2025-03-13,17,Focus,Sedán,Contado,2,459500.0,347500.0,110280.0,808720.0
3093,2025-03-13,20,Bronco,SUV,Financiamiento,3,874500.0,709600.0,0.0,2623500.0
3094,2025-03-13,1,Explorer,SUV,Contado,1,1020500.0,806700.0,0.0,1020500.0
3095,2025-03-13,11,F-150,Pickup,Leasing,1,1027600.0,765400.0,0.0,1027600.0
3096,2025-03-13,2,F-150,Pickup,Contado,4,989300.0,765400.0,316580.0,3640620.0
3097,2025-03-14,19,F-150,Pickup,Financiamiento,4,887900.0,746100.0,426190.0,3125410.0
3098,2025-03-14,9,Fiesta,Sedán,Leasing,1,312900.0,247300.0,0.0,312900.0
3099,2025-03-14,7,Fiesta,Sedán,Contado,1,340800.0,245400.0,6820.0,333980.0
3100,2025-03-14,20,Focus,Sedán,Financiamiento,1,402700.0,324800.0,0.0,402700.0
3101,2025-03-14,11,F-150,Pickup,Financiamiento,3,1004500.0,780600.0,361620.0,2651880.0
3102,2025-03-14,4,Explorer,SUV,Financiamiento,3,968700.0,841400.0,145300.0,2760800.0
3103,2025-03-14,20,Focus,Sedán,Financiamiento,1,400400.0,351300.0,0.0,400400.0
3104,2025-03-15,19,Explorer,SUV,Financiamiento,1,1056800.0,863200.0,21140.0,1035660.0
3105,2025-03-15,17,Fiesta,Sedán,Contado,1,335800.0,249300.0,10070.0,325730.0
3106,2025-03-15,13,Explorer,SUV,Contado,5,1039800.0,853100.0,0.0,5199000.0
3107,2025-03-15,8,F-150,Pickup,Contado,5,977900.0,783900.0,0.0,4889500.0
3108,2025-03-15,7,Fiesta,Sedán,Contado,3,309900.0,245800.0,18590.0,911110.0
3109,2025-03-15,10,Mustang,Deportivo,Leasing,5,1137900.0,969900.0,455160.0,5234340.0
3110,2025-03-16,2,Fiesta,Sedán,Financiamiento,1,341700.0,237300.0,0.0,341700.0
3111,2025-03-16,10,Explorer,SUV,Contado,1,1147700.0,870000.0,22950.0,1124750.0
3112,2025-03-16,20,Fiesta,Sedán,Financiamiento,1,315400.0,255900.0,9460.0,305940.0
3113,2025-03-16,19,Focus,Sedán,Contado,1,424700.0,311500.0,0.0,424700.0
3114,2025-03-16,1,Bronco,SUV,Financiamiento,1,885700.0,693200.0,0.0,885700.0
3115,2025-03-16,8,Explorer,SUV,Leasing,2,1079500.0,806500.0,0.0,2159000.0
3116,2025-03-16,13,Explorer,SUV,Financiamiento,3,1048800.0,793900.0,94390.0,3052010.0
3117,2025-03-16,9,Focus,Sedán,Financiamiento,5,405700.0,325300.0,0.0,2028500.0
3118,2025-03-16,19,Fiesta,Sedán,Financiamiento,2,323700.0,255300.0,77690.0,569710.0
3119,2025-03-17,4,Fiesta,Sedán,Financiamiento,1,344300.0,222600.0,10330.0,333970.0
3120,2025-03-17,3,Focus,Sedán,Contado,1,444100.0,329000.0,22200.0,421900.0
3121,2025-03-17,5,Focus,Sedán,Financiamiento,1,430800.0,328500.0,0.0,430800.0
3122,2025-03-17,11,Bronco,SUV,Leasing,4,943900.0,686800.0,0.0,3775600.0
3123,2025-03-17,19,F-150,Pickup,Financiamiento,1,978400.0,769800.0,97840.0,880560.0
3124,2025-03-17,13,Focus,Sedán,Contado,4,426400.0,320900.0,34110.0,1671490.0
3125,2025-03-17,15,F-150,Pickup,Financiamiento,3,934500.0,786000.0,84100.0,2719400.0
3126,2025-03-18,1,Fiesta,Sedán,Financiamiento,3,329600.0,264200.0,79100.0,909700.0
3127,2025-03-18,5,Fiesta,Sedán,Contado,1,326800.0,252100.0,39220.0,287580.0
3128,2025-03-18,17,F-150,Pickup,Contado,1,984500.0,746200.0,19690.0,964810.0
3129,2025-03-18,13,F-150,Pickup,Financiamiento,1,998200.0,741800.0,0.0,998200.0
3130,2025-03-18,19,Bronco,SUV,Leasing,2,934000.0,708600.0,93400.0,1774600.0
3131,2025-03-19,11,F-150,Pickup,Financiamiento,1,900900.0,777200.0,0.0,900900.0
3132,2025-03-19,11,Focus,Sedán,Contado,2,414600.0,317500.0,0.0,829200.0
3133,2025-03-19,14,Focus,Sedán,Contado,3,382800.0,348300.0,114840.0,1033560.0
3134,2025-03-19,6,Explorer,SUV,Leasing,1,1039300.0,879300.0,0.0,1039300.0
3135,2025-03-19,18,Bronco,SUV,Contado,1,890500.0,685000.0,0.0,890500.0
3136,2025-03-19,1,Bronco,SUV,Contado,1,978000.0,712100.0,78240.0,899760.0
3137,2025-03-19,1,Explorer,SUV,Contado,1,1097500.0,910600.0,21950.0,1075550.0
3138,2025-03-20,4,F-150,Pickup,Financiamiento,4,1031500.0,771200.0,0.0,4126000.0
3139,2025-03-20,7,Focus,Sedán,Financiamiento,2,425500.0,327700.0,0.0,851000.0
3140,2025-03-20,1,Bronco,SUV,Contado,2,960600.0,685100.0,192120.0,1729080.0
3141,2025-03-21,9,Explorer,SUV,Financiamiento,1,924400.0,839800.0,92440.0,831960.0
3142,2025-03-21,10,F-150,Pickup,Contado,2,887500.0,790000.0,88750.0,1686250.0
3143,2025-03-21,11,Explorer,SUV,Contado,3,1051900.0,851300.0,0.0,3155700.0
3144,2025-03-21,20,Bronco,SUV,Leasing,5,810900.0,741900.0,405450.0,3649050.0
3145,2025-03-21,16,Fiesta,Sedán,Financiamiento,4,321300.0,249000.0,128520.0,1156680.0
3146,2025-03-21,13,F-150,Pickup,Financiamiento,1,930600.0,783900.0,74450.0,856150.0
3147,2025-03-21,3,Bronco,SUV,Financiamiento,2,917400.0,712200.0,0.0,1834800.0
3148,2025-03-22,1,Fiesta,Sedán,Leasing,1,316200.0,243100.0,37940.0,278260.0
3149,2025-03-22,18,Mustang,Deportivo,Financiamiento,1,1288100.0,1020600.0,128810.0,1159290.0
3150,2025-03-22,11,Focus,Sedán,Contado,1,402200.0,348400.0,48260.0,353940.0
3151,2025-03-22,8,Focus,Sedán,Contado,1,404700.0,329900.0,0.0,404700.0
3152,2025-03-22,18,F-150,Pickup,Contado,2,960900.0,749600.0,192180.0,1729620.0
3153,2025-03-22,13,Mustang,Deportivo,Financiamiento,1,1285000.0,958300.0,154200.0,1130800.0
3154,2025-03-22,19,Explorer,SUV,Financiamiento,2,1008200.0,882100.0,201640.0,1814760.0
3155,2025-03-23,20,Fiesta,Sedán,Financiamiento,3,311900.0,261300.0,74860.0,860840.0
3156,2025-03-23,8,Fiesta,Sedán,Financiamiento,1,308400.0,238100.0,9250.0,299150.0
3157,2025-03-23,14,Fiesta,Sedán,Financiamiento,4,316200.0,247800.0,37940.0,1226860.0
3158,2025-03-23,8,F-150,Pickup,Contado,3,996100.0,773200.0,59770.0,2928530.0
3159,2025-03-23,1,Mustang,Deportivo,Contado,1,1307200.0,983300.0,0.0,1307200.0
3160,2025-03-23,18,Explorer,SUV,Financiamiento,2,1065800.0,804500.0,255790.0,1875810.0
3161,2025-03-24,9,F-150,Pickup,Contado,1,863700.0,749500.0,0.0,863700.0
3162,2025-03-24,10,Mustang,Deportivo,Financiamiento,1,1235100.0,1005900.0,24700.0,1210400.0
3163,2025-03-24,4,F-150,Pickup,Leasing,1,1059900.0,738300.0,31800.0,1028100.0
3164,2025-03-24,2,Bronco,SUV,Leasing,2,854800.0,708800.0,0.0,1709600.0
3165,2025-03-24,19,Explorer,SUV,Financiamiento,4,1038400.0,852800.0,498430.0,3655170.0
3166,2025-03-24,11,Mustang,Deportivo,Financiamiento,4,1201400.0,949800.0,240280.0,4565320.0
3167,2025-03-24,9,Focus,Sedán,Financiamiento,1,396700.0,328900.0,31740.0,364960.0
3168,2025-03-24,14,Bronco,SUV,Financiamiento,3,859800.0,714600.0,51590.0,2527810.0
3169,2025-03-24,6,Bronco,SUV,Contado,2,904800.0,735500.0,90480.0,1719120.0
3170,2025-03-25,16,Explorer,SUV,Financiamiento,1,1050500.0,803100.0,21010.0,1029490.0
3171,2025-03-25,18,Explorer,SUV,Contado,2,994900.0,873100.0,59690.0,1930110.0
3172,2025-03-25,10,Focus,Sedán,Financiamiento,1,401200.0,322800.0,12040.0,389160.0
3173,2025-03-25,10,Fiesta,Sedán,Financiamiento,1,315200.0,234000.0,25220.0,289980.0
3174,2025-03-25,4,Focus,Sedán,Financiamiento,5,433100.0,317600.0,108280.0,2057220.0
3175,2025-03-25,8,Fiesta,Sedán,Financiamiento,1,307500.0,250000.0,0.0,307500.0
3176,2025-03-25,11,Focus,Sedán,Contado,1,423900.0,314800.0,0.0,423900.0
3177,2025-03-25,17,F-150,Pickup,Leasing,5,920400.0,794800.0,0.0,4602000.0
3178,2025-03-25,14,Fiesta,Sedán,Financiamiento,3,304800.0,246200.0,27430.0,886970.0
3179,2025-03-26,9,F-150,Pickup,Financiamiento,4,1011400.0,807800.0,485470.0,3560130.0
3180,2025-03-26,18,Bronco,SUV,Contado,2,920900.0,676500.0,55250.0,1786550.0
3181,2025-03-26,10,F-150,Pickup,Contado,1,953600.0,733400.0,95360.0,858240.0
3182,2025-03-26,18,Fiesta,Sedán,Financiamiento,1,316300.0,254600.0,0.0,316300.0
3183,2025-03-26,19,Focus,Sedán,Contado,1,395500.0,321500.0,39550.0,355950.0
3184,2025-03-27,20,F-150,Pickup,Financiamiento,1,940900.0,740900.0,0.0,940900.0
3185,2025-03-27,15,Focus,Sedán,Financiamiento,1,390800.0,321600.0,0.0,390800.0
3186,2025-03-27,20,Fiesta,Sedán,Financiamiento,2,316200.0,242700.0,0.0,632400.0
3187,2025-03-27,15,F-150,Pickup,Financiamiento,1,992500.0,742000.0,19850.0,972650.0
3188,2025-03-27,16,Explorer,SUV,Contado,1,1159200.0,846600.0,0.0,1159200.0
3189,2025-03-27,13,F-150,Pickup,Leasing,1,875500.0,780200.0,0.0,875500.0
3190,2025-03-28,19,F-150,Pickup,Contado,5,980900.0,752000.0,147140.0,4757360.0
3191,2025-03-28,14,Mustang,Deportivo,Contado,1,1186200.0,993900.0,0.0,1186200.0
3192,2025-03-28,10,Explorer,SUV,Contado,2,1014100.0,818800.0,60850.0,1967350.0
3193,2025-03-28,4,Explorer,SUV,Contado,1,1090100.0,826800.0,109010.0,981090.0
3194,2025-03-28,7,Explorer,SUV,Financiamiento,1,1027400.0,828800.0,123290.0,904110.0
3195,2025-03-29,19,Focus,Sedán,Contado,1,399800.0,342500.0,11990.0,387810.0
3196,2025-03-29,16,Focus,Sedán,Leasing,1,436100.0,341700.0,8720.0,427380.0
3197,2025-03-29,4,Fiesta,Sedán,Contado,4,321800.0,262500.0,0.0,1287200.0
3198,2025-03-30,15,Mustang,Deportivo,Financiamiento,4,1209000.0,1016900.0,0.0,4836000.0
3199,2025-03-30,18,Mustang,Deportivo,Financiamiento,3,1181200.0,989700.0,70870.0,3472730.0
3200,2025-03-30,9,Bronco,SUV,Financiamiento,2,943600.0,710400.0,150980.0,1736220.0
3201,2025-03-30,19,Bronco,SUV,Contado,5,849600.0,693300.0,84960.0,4163040.0
3202,2025-03-30,15,Mustang,Deportivo,Financiamiento,2,1259700.0,948300.0,0.0,2519400.0
3203,2025-03-31,8,F-150,Pickup,Leasing,5,907400.0,790600.0,0.0,4537000.0
3204,2025-03-31,16,F-150,Pickup,Leasing,2,976300.0,776500.0,0.0,1952600.0
3205,2025-03-31,8,Fiesta,Sedán,Financiamiento,3,299500.0,234700.0,0.0,898500.0
3206,2025-03-31,12,F-150,Pickup,Financiamiento,1,953300.0,743400.0,95330.0,857970.0
3207,2025-03-31,5,Fiesta,Sedán,Leasing,1,330300.0,251600.0,16520.0,313780.0
3208,2025-04-01,1,Fiesta,Sedán,Leasing,1,304500.0,247800.0,9140.0,295360.0
3209,2025-04-01,15,F-150,Pickup,Financiamiento,1,990100.0,782200.0,29700.0,960400.0
3210,2025-04-01,19,Mustang,Deportivo,Financiamiento,3,1267700.0,972400.0,0.0,3803100.0
3211,2025-04-01,9,Fiesta,Sedán,Contado,1,311700.0,252100.0,31170.0,280530.0
3212,2025-04-01,4,Mustang,Deportivo,Contado,5,1210000.0,991800.0,0.0,6050000.0
3213,2025-04-01,17,Bronco,SUV,Financiamiento,2,886600.0,678400.0,0.0,1773200.0
3214,2025-04-01,13,F-150,Pickup,Financiamiento,4,920300.0,715200.0,441740.0,3239460.0
3215,2025-04-01,4,F-150,Pickup,Financiamiento,5,1047800.0,760600.0,0.0,5239000.0
3216,2025-04-01,11,Focus,Sedán,Contado,1,422300.0,330700.0,12670.0,409630.0
3217,2025-04-02,17,F-150,Pickup,Financiamiento,2,885900.0,716500.0,212620.0,1559180.0
3218,2025-04-02,10,Fiesta,Sedán,Contado,1,342700.0,257800.0,10280.0,332420.0
3219,2025-04-02,13,Focus,Sedán,Financiamiento,3,406900.0,328500.0,61040.0,1159660.0
3220,2025-04-02,10,Fiesta,Sedán,Financiamiento,1,302600.0,246100.0,0.0,302600.0
